,program_id,project_id,major_id,program_name_th,program_type_name_th,major_name_th,project_name_th,min_score,max_score,min_score_ds,max_score_ds,est_min_score_mean,est_min_score_mean_sd,est_min_score_regression,receive_student_number,scores
2814,10100105610801A,B9003,D,บธ.บ. บริหารธุรกิจบัณฑิต,ภาษาไทย ปกติ,การจัดการโลจิสติกส์และโซ่อุปทาน,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission พื้นฐานศิลป์,49.3053,59.3793,49.3053,59.3793,53.0396,53.0396,53.5758,7.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat a_lv_62 a_lv_82'}"
2815,10100105610801A,A9003,E,บธ.บ. บริหารธุรกิจบัณฑิต,ภาษาไทย ปกติ,ระบบสารสนเทศทางธุรกิจ,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission พื้นฐานวิทย์,39.398,42.287,39.287,42.287,40.6047,40.6047,40.7313,7.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat a_lv_61 a_lv_82'}"
2816,10100105610801A,B9003,E,บธ.บ. บริหารธุรกิจบัณฑิต,ภาษาไทย ปกติ,ระบบสารสนเทศทางธุรกิจ,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission พื้นฐานศิลป์,44.972,55.3517,44.3793,55.3517,48.1136,48.1136,48.371,7.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat a_lv_62 a_lv_82'}"
2817,10100105610801A,A9003,F,บธ.บ. บริหารธุรกิจบัณฑิต,ภาษาไทย ปกติ,การจัดการไมซ์,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission พื้นฐานวิทย์,37.7407,42.7683,37.7407,42.7683,39.0584,39.0584,39.0637,7.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat a_lv_61 a_lv_82'}"
2818,10100105610801A,B9003,F,บธ.บ. บริหารธุรกิจบัณฑิต,ภาษาไทย ปกติ,การจัดการไมซ์,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission พื้นฐานศิลป์,45.361,52.3517,45.361,52.3517,49.0953,49.0953,49.4083,7.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat a_lv_62 a_lv_82'}"
2819,10100105903101A,A9003,0,รป.บ. รัฐประศาสนศาสตรบัณฑิต,ภาษาไทย ปกติ,0,โครงการการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,50.4028,57.868,49.5278,57.868,51.6686,51.6686,51.7727,30.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat a_lv_70 a_lv_81 a_lv_82'}"
2820,10100106212901A,A9003,0,วท.บ. (วาริชศาสตร์),ภาษาไทย ปกติ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,22.8037,33.3222,18.7527,33.3222,20.6379,20.6379,19.7104,30.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat a_lv_61 a_lv_64 a_lv_65 a_lv_66 a_lv_82'}"
2821,10100106500201A,A9003,0,วท.บ. (เกษตรศาสตร์),ภาษาไทย ปกติ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,18.062,32.273,18.062,32.273,19.9472,19.9472,18.9683,150.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat a_lv_61 a_lv_64 a_lv_65 a_lv_66 a_lv_82'}"
2822,10100106501201A,A9003,0,วท.บ. (สัตวศาสตร์),ภาษาไทย ปกติ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,25.7212,34.8037,25.5805,34.8037,27.4657,27.4657,27.0467,50.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat a_lv_61 a_lv_64 a_lv_65 a_lv_66 a_lv_82'}"
2823,10100107130201A,A9003,0,ภ.บ. เภสัชกรรมอุตสาหการ,ภาษาไทย ปกติ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,47.8954,55.0154,47.6921,53.0299,49.4638,50.3186,50.608,65.0,"{'tgat': 20, 'a_lv_61': 20, 'a_lv_82': 20, 'cal_type': '1', 'cal_score_sum': 40, 'cal_subject_name': 'a_lv_64 a_lv_65 a_lv_66'}"
2824,10100107130301A,A9003,0,ภ.บ. การบริบาลทางเภสัชกรรม,ภาษาไทย ปกติ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,51.1755,58.3832,50.9732,58.3832,52.7449,53.5997,54.1362,35.0,"{'tgat': 20, 'a_lv_61': 20, 'a_lv_82': 20, 'cal_type': '1', 'cal_score_sum': 40, 'cal_subject_name': 'a_lv_64 a_lv_65 a_lv_66'}"
2825,10100109211001A,A9003,0,วท.บ. วิทยาศาสตร์และเทคโนโลยีอาหาร,ภาษาไทย ปกติ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,33.8729,45.1659,33.4055,45.1659,35.4608,35.4608,35.3631,50.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat a_lv_61 a_lv_64 a_lv_65 a_lv_66 a_lv_70 a_lv_81 a_lv_82'}"
2826,10100109211002E,A9003,0,วท.บ. การกำหนดอาหารและโภชนาการเพื่อสุขภาพ (หลักสูตรนานาชาติ),นานาชาติ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,25.8965,45.2563,25.8965,45.2563,27.9518,27.9518,27.3885,30.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat a_lv_61 a_lv_64 a_lv_65 a_lv_66 a_lv_70 a_lv_81 a_lv_82'}"
2827,10100109212201A,A9003,0,วท.บ. เทคโนโลยีและการจัดการอุตสาหกรรมอาหาร,ภาษาไทย ปกติ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,33.833,52.097,33.347,52.097,36.953,36.953,36.4933,30.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat3'}"
2828,10100109212801A,A9003,0,วท.บ. เทคโนโลยีบรรจุภัณฑ์และวัสดุ,ภาษาไทย ปกติ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,22.3885,52.444,22.3885,52.444,25.9945,25.9945,25.0265,30.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat3'}"
2829,10100110620201A,A9003,0,ศศ.บ. การจัดการอุตสาหกรรมการบินและการบริการ,ภาษาไทย ปกติ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,51.2638,59.0208,51.0345,59.0208,53.1753,53.1753,53.3279,22.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat a_lv_70 a_lv_81 a_lv_82'}"
2830,10100110901801A,A9003,0,ศศ.บ. ภาษาจีน,ภาษาไทย ปกติ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,55.625,62.0,55.625,62.0,57.7658,57.7658,58.066,5.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat a_lv_70 a_lv_81 a_lv_82'}"
2831,10100110901802H,A9003,0,ศศ.บ. ภาษาจีน,Joint Degree - ภาษาไทย,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,45.972,56.2013,45.9513,56.2013,48.0921,48.0921,48.0812,16.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat a_lv_70 a_lv_81 a_lv_82'}"
2832,10100110902001A,A9003,0,ศศ.บ. ภาษาไทยประยุกต์,ภาษาไทย ปกติ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,48.7013,61.1318,47.75,61.1318,49.8908,49.8908,49.9378,35.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat a_lv_70 a_lv_81 a_lv_82'}"
2833,10100110902501A,A9003,0,ศศ.บ. ภาษาอังกฤษ,ภาษาไทย ปกติ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,58.729,70.618,57.618,70.618,59.7588,59.7588,60.1231,40.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat a_lv_70 a_lv_81 a_lv_82'}"
2834,10100110903601A,A9003,0,ศศ.บ. ชุมชนศึกษาเพื่อการพัฒนาที่ยั่งยืน,ภาษาไทย ปกติ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,42.7083,52.6875,41.9513,52.6875,44.0921,44.0921,43.9526,40.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat a_lv_70 a_lv_81 a_lv_82'}"
2835,10100111901001A,A9003,0,น.บ. นิติศาสตรบัณฑิต (ภาคปกติ),ภาษาไทย ปกติ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission พื้นฐานวิทย์ /ศิลป์-คำนวณ,48.6444,60.75,48.0332,56.9888,49.85,49.85,50.2463,30.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat a_lv_61 a_lv_70 a_lv_81 a_lv_82'}"
2836,10100111901001A,B9003,0,น.บ. นิติศาสตรบัณฑิต (ภาคปกติ),ภาษาไทย ปกติ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission พื้นฐานศิลป์,55.104,67.0068,54.2845,67.0068,56.4253,56.4253,56.6824,30.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat a_lv_70 a_lv_81 a_lv_82'}"
2837,10100111901002B,A9003,0,น.บ. นิติศาสตรบัณฑิต (ภาคสมทบ),ภาษาไทย พิเศษ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission พื้นฐานวิทย์ /ศิลป์-คำนวณ,35.5832,48.2166,34.1388,47.9888,35.9556,35.9556,35.5547,70.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat a_lv_61 a_lv_70 a_lv_81 a_lv_82'}"
2838,10100111901002B,B9003,0,น.บ. นิติศาสตรบัณฑิต (ภาคสมทบ),ภาษาไทย พิเศษ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission พื้นฐานศิลป์,40.597,54.2845,40.3125,53.1875,42.4533,42.4533,42.2611,70.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat a_lv_70 a_lv_81 a_lv_82'}"
2839,10100112611101A,A9003,0,ศ.บ. เศรษฐศาสตร์,ภาษาไทย ปกติ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,43.625,61.125,41.75,61.0,47.745,47.745,48.1782,20.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'a_lv_62 a_lv_82'}"
2840,10100112611102A,A9003,0,ศ.บ. เศรษฐศาสตร์ธุรกิจเกษตร,ภาษาไทย ปกติ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,24.5,51.75,22.375,51.75,24.745,24.745,23.9271,40.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'a_lv_61 a_lv_82'}"
2841,10100113110701A,A9003,0,พท.บ. การแพทย์แผนไทยบัณฑิต,ภาษาไทย ปกติ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,19.6333,47.0258,20.3333,44.9832,23.4151,23.4151,22.0047,40.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat3 a_lv_61 a_lv_65 a_lv_66 a_lv_82'}"
2842,10100114111301A,A9003,0,วท.บ. เทคนิคการแพทย์,ภาษาไทย ปกติ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,49.1054,60.8722,48.4082,53.2832,50.7815,52.1458,52.4426,30.0,"{'tgat': 20, 'a_lv_61': 10, 'a_lv_65': 25, 'a_lv_66': 25, 'a_lv_82': 20}"
2843,10100115211601E,A9003,0,วท.บ.สื่อสร้างสรรค์และเทคโนโลยีดิจิทัล (หลักสูตรนานาชาติ),นานาชาติ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,33.5276,81.5,27.5,81.5,30.7178,32.4425,30.0469,20.0,"{'tgat': 20, 'a_lv_82': 80}"
2844,10100116140101A,A9003,0,สพ.บ. สัตวแพทยศาสตรบัณฑิต,ภาษาไทย ปกติ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,60.3998,62.0882,60.0598,60.685,61.2259,62.352,61.2259,4.0,"{'gpax': 10, 'tgat': 30, 'a_lv_61': 10, 'a_lv_65': 20, 'a_lv_66': 30}"
2845,10100218113101A,A9003,0,วท.บ.จิตวิทยาคลินิก,ภาษาไทย ปกติ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบ 1,40.038,40.038,40.038,40.038,41.4667,41.4667,41.7866,5.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat a_lv_61 a_lv_64 a_lv_65 a_lv_66 a_lv_81 a_lv_82'}"
2846,10100218113101A,B9003,0,วท.บ.จิตวิทยาคลินิก,ภาษาไทย ปกติ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบ 2,53.7466,63.4544,51.45,63.4544,53.1246,53.1246,53.3446,5.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat a_lv_62 a_lv_63 a_lv_81 a_lv_82'}"
2847,10100218700401A,A9003,0,ศษ.บ. เทคโนโลยีสารสนเทศและการประเมินทางการศึกษา สาขาวิชาวัดผล-เทคโนโลยีสารสนเทศ  (เทคโนโลยีสารสนเทศและการประเมินทางการศึกษา),ภาษาไทย ปกติ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบ 1,38.05,50.5776,37.911,50.5776,38.0508,38.0508,37.6892,18.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat5 a_lv_61 a_lv_81 a_lv_82'}"
2848,10100218700401A,B9003,0,ศษ.บ. เทคโนโลยีสารสนเทศและการประเมินทางการศึกษา สาขาวิชาวัดผล-เทคโนโลยีสารสนเทศ  (เทคโนโลยีสารสนเทศและการประเมินทางการศึกษา),ภาษาไทย ปกติ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบ 2,39.6388,47.1944,38.4276,47.1944,40.0174,40.0174,39.7402,8.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat5 a_lv_62 a_lv_81 a_lv_82'}"
2849,10100218701501A,A9003,0,ศษ.บ. สาขาวิชาเทคโนโลยีดิจิทัลและสื่อสารการศึกษา,ภาษาไทย ปกติ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบ 1,39.85,52.6832,37.4776,52.6832,37.6174,37.6174,37.2394,9.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat5 a_lv_61 a_lv_81 a_lv_82'}"
2850,10100218701501A,B9003,0,ศษ.บ. สาขาวิชาเทคโนโลยีดิจิทัลและสื่อสารการศึกษา,ภาษาไทย ปกติ,0,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบ 2,49.3125,57.5693,48.7985,57.479,48.843,48.843,48.7896,8.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat5 a_lv_81 a_lv_82'}"
2851,10100218702001A,A9003,A,ศษ.บ. สาขาวิชาการสอนภาษา,ภาษาไทย ปกติ,ภาษาไทย,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบ 1,51.5222,58.0832,51.2722,58.0832,51.412,51.412,51.5537,7.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat5 a_lv_61 a_lv_81 a_lv_82'}"
2852,10100218702001A,B9003,A,ศษ.บ. สาขาวิชาการสอนภาษา,ภาษาไทย ปกติ,ภาษาไทย,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบ 2,52.1,56.05,51.711,56.05,53.3008,53.3008,53.3784,10.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat5 a_lv_62 a_lv_81 a_lv_82'}"
2853,10100218702001A,A9003,B,ศษ.บ. สาขาวิชาการสอนภาษา,ภาษาไทย ปกติ,ภาษาอังกฤษ,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบ 1,54.961,64.6166,54.961,64.6166,55.1008,55.1008,55.3814,8.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat5 a_lv_61 a_lv_81 a_lv_82'}"
2854,10100218702001A,B9003,B,ศษ.บ. สาขาวิชาการสอนภาษา,ภาษาไทย ปกติ,ภาษาอังกฤษ,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบ 2,57.2,63.511,56.3222,60.6276,57.912,57.912,58.1128,9.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat5 a_lv_62 a_lv_81 a_lv_82'}"
2855,10100218702001A,A9003,A,ศษ.บ. สาขาวิชาการสอนภาษา,ภาษาไทย ปกติ,ภาษาไทย,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบ 1,51.5222,58.0832,51.2722,58.0832,51.412,51.412,51.5537,7.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat5 a_lv_61 a_lv_81 a_lv_82'}"
2856,10100218702001A,B9003,A,ศษ.บ. สาขาวิชาการสอนภาษา,ภาษาไทย ปกติ,ภาษาไทย,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบ 2,52.1,56.05,51.711,56.05,53.3008,53.3008,53.3784,10.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat5 a_lv_62 a_lv_81 a_lv_82'}"
2857,10100218702001A,A9003,B,ศษ.บ. สาขาวิชาการสอนภาษา,ภาษาไทย ปกติ,ภาษาอังกฤษ,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบ 1,54.961,64.6166,54.961,64.6166,55.1008,55.1008,55.3814,8.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat5 a_lv_61 a_lv_81 a_lv_82'}"
2858,10100218702001A,B9003,B,ศษ.บ. สาขาวิชาการสอนภาษา,ภาษาไทย ปกติ,ภาษาอังกฤษ,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบ 2,57.2,63.511,56.3222,60.6276,57.912,57.912,58.1128,9.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat5 a_lv_62 a_lv_81 a_lv_82'}"
2859,10100218702001A,A9003,A,ศษ.บ. สาขาวิชาการสอนภาษา,ภาษาไทย ปกติ,ภาษาไทย,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบ 1,51.5222,58.0832,51.2722,58.0832,51.412,51.412,51.5537,7.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat5 a_lv_61 a_lv_81 a_lv_82'}"
2860,10100218702001A,B9003,A,ศษ.บ. สาขาวิชาการสอนภาษา,ภาษาไทย ปกติ,ภาษาไทย,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบ 2,52.1,56.05,51.711,56.05,53.3008,53.3008,53.3784,10.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat5 a_lv_62 a_lv_81 a_lv_82'}"
2861,10100218702001A,A9003,B,ศษ.บ. สาขาวิชาการสอนภาษา,ภาษาไทย ปกติ,ภาษาอังกฤษ,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบ 1,54.961,64.6166,54.961,64.6166,55.1008,55.1008,55.3814,8.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat5 a_lv_61 a_lv_81 a_lv_82'}"
2862,10100218702001A,B9003,B,ศษ.บ. สาขาวิชาการสอนภาษา,ภาษาไทย ปกติ,ภาษาอังกฤษ,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบ 2,57.2,63.511,56.3222,60.6276,57.912,57.912,58.1128,9.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat5 a_lv_62 a_lv_81 a_lv_82'}"
2863,10100218703701A,A9003,A,ศษ.บ. ศึกษาศาสตรบัณฑิต,ภาษาไทย ปกติ,การประถมศึกษา,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบ 1,47.5674,54.4411,47.2587,54.4411,48.0616,48.0616,48.1328,6.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat5 a_lv_61 a_lv_63 a_lv_70 a_lv_81 a_lv_82'}"
2864,10100218703701A,B9003,A,ศษ.บ. ศึกษาศาสตรบัณฑิต,ภาษาไทย ปกติ,การประถมศึกษา,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบ 2,51.7268,58.5602,51.7268,58.5602,54.1251,54.1251,54.2809,5.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat5 a_lv_62 a_lv_70 a_lv_81 a_lv_82'}"
2865,10100218703701A,A9003,B,ศษ.บ. ศึกษาศาสตรบัณฑิต,ภาษาไทย ปกติ,จิตวิทยาการศึกษาและการแนะแนว,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบ 1,39.9681,50.6594,39.8516,50.6594,40.932,40.932,40.7739,14.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat5 a_lv_61 a_lv_66 a_lv_70 a_lv_81 a_lv_82'}"
2866,10100218703701A,A9003,C,ศษ.บ. ศึกษาศาสตรบัณฑิต,ภาษาไทย ปกติ,ศิลปศึกษา,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบ 1,41.65,48.05,41.65,48.05,41.7898,41.7898,41.569,5.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat5 a_lv_61 a_lv_81 a_lv_82'}"
2867,10100218703701A,B9003,C,ศษ.บ. ศึกษาศาสตรบัณฑิต,ภาษาไทย ปกติ,ศิลปศึกษา,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบ 2,53.472,56.368,53.472,56.368,53.5165,53.5165,53.5087,5.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat5 a_lv_81 a_lv_82'}"
2868,10100218703701A,A9003,D,ศษ.บ. ศึกษาศาสตรบัณฑิต,ภาษาไทย ปกติ,พลศึกษา,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบ 1,42.4167,46.0092,42.4167,46.0092,43.6067,43.6067,43.4854,3.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat5 a_lv_61 a_lv_70 a_lv_81 a_lv_82'}"
2869,10100218703701A,B9003,D,ศษ.บ. ศึกษาศาสตรบัณฑิต,ภาษาไทย ปกติ,พลศึกษา,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบ 2,55.2568,57.7778,53.7153,57.7778,53.7598,53.7598,53.7544,3.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat5 a_lv_81 a_lv_82'}"
2870,10100218703701A,A9003,E,ศษ.บ. ศึกษาศาสตรบัณฑิต,ภาษาไทย ปกติ,สุขศึกษา,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission ,34.7039,40.9547,34.7039,40.9547,35.7843,35.7843,35.4252,14.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat5 a_lv_61 a_lv_66 a_lv_70 a_lv_81 a_lv_82'}"
2871,10100218703701A,A9003,A,ศษ.บ. ศึกษาศาสตรบัณฑิต,ภาษาไทย ปกติ,การประถมศึกษา,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบ 1,47.5674,54.4411,47.2587,54.4411,48.0616,48.0616,48.1328,6.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat5 a_lv_61 a_lv_63 a_lv_70 a_lv_81 a_lv_82'}"
2872,10100218703701A,B9003,A,ศษ.บ. ศึกษาศาสตรบัณฑิต,ภาษาไทย ปกติ,การประถมศึกษา,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบ 2,51.7268,58.5602,51.7268,58.5602,54.1251,54.1251,54.2809,5.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat5 a_lv_62 a_lv_70 a_lv_81 a_lv_82'}"
2873,10100218703701A,A9003,B,ศษ.บ. ศึกษาศาสตรบัณฑิต,ภาษาไทย ปกติ,จิตวิทยาการศึกษาและการแนะแนว,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบ 1,39.9681,50.6594,39.8516,50.6594,40.932,40.932,40.7739,14.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat5 a_lv_61 a_lv_66 a_lv_70 a_lv_81 a_lv_82'}"
2874,10100218703701A,A9003,C,ศษ.บ. ศึกษาศาสตรบัณฑิต,ภาษาไทย ปกติ,ศิลปศึกษา,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรี รอบที่ 3 Admission รูปแบบ 1,41.65,48.05,41.65,48.05,41.7898,41.7898,41.569,5.0,"{'cal_type': '1', 'cal_score_sum': 100, 'cal_subject_name': 'tgat tpat5 a_lv_61 a_lv_81 a_lv_82'}"
